Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_LDS_BANK_CONFLICT
55,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,61,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
56,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,63,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
57,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,65,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
58,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,67,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
59,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,69,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
60,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,71,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
61,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,73,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
62,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,75,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
63,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,77,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
64,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,79,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
65,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,81,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
66,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,83,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
67,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,85,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
68,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,87,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
69,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,89,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
70,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,91,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
71,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,93,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
72,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,95,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
73,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,97,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
74,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,99,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
75,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,101,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
76,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,103,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
77,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,105,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
78,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,107,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
79,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,109,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
80,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,111,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
81,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,113,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
82,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,115,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
83,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,117,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
84,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,119,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
85,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,121,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
86,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,123,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
87,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,125,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
88,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,127,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
89,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,129,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
90,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,131,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
91,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,133,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
92,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,135,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
93,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,137,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
94,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,139,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
95,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,141,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
96,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,143,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
97,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,145,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
98,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,147,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
99,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,149,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
100,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,151,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
101,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,153,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
102,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,155,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
103,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,157,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
104,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,159,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
105,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,161,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
106,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,163,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
107,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,165,83965,83965,4194304,256,0,0,12,4,32,64,0x0,0x7bcfc422e300,0
108,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,167,83965,83965,1048576,1024,32768,0,104,0,32,64,0x0,0x7bd8f2078600,268435456
