Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_LDS_BANK_CONFLICT,SQ_WAVES
55,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,60,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
56,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,62,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
57,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,64,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
58,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,66,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
59,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,68,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
60,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,70,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
61,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,72,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
62,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,74,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
63,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,76,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
64,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,78,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
65,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,80,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
66,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,82,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
67,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,84,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
68,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,86,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
69,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,88,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
70,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,90,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
71,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,92,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
72,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,94,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
73,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,96,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
74,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,98,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
75,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,100,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
76,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,102,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
77,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,104,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
78,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,106,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
79,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,108,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
80,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,110,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
81,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,112,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
82,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,114,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
83,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,116,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
84,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,118,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
85,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,120,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
86,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,122,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
87,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,124,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
88,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,126,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
89,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,128,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
90,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,130,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
91,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,132,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
92,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,134,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
93,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,136,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
94,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,138,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
95,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,140,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
96,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,142,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
97,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,144,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
98,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,146,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
99,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,148,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
100,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,150,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
101,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,152,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
102,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,154,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
103,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,156,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
104,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,158,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
105,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,160,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
106,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,162,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
107,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,164,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
108,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,166,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
109,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,168,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
110,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,170,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
111,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,172,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
112,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,174,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
113,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,176,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
114,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,178,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
115,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,180,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
116,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,182,9192,9192,4194304,256,0,0,12,4,32,64,0x0,0x7718d4a2e300,0,65536
117,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,184,9192,9192,1048576,1024,65536,0,120,0,112,64,0x0,0x7721d3ea8600,268435456,16384
